algo,tune_args,fc,rm,trees,nodesize,n_p_test,n_p_train,n_a_train,mtry,np,na,prevalence,auc,cor,pcor,ODP,auc_po,auc_po_flexsdm,CBI,CBI_rescale,IMAE,tunes
maxnet,fc: qh. rm: 4,qh,4,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.738565490620959,0.13728809403186,0.00451547088018598,0.969663140372803,0.738565490620959,0.738565490620959,0.849084360695949,0.924542180347974,0.564845793310332,5
maxnet,fc: qh. rm: 4.5,qh,4.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.737666457617479,0.136695273894385,0.00477770207248336,0.969663140372803,0.737666457617479,0.737666457617479,0.850300459377477,0.925150229688738,0.561726216611047,5
maxnet,fc: qh. rm: 5,qh,5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.736831320193465,0.136051473928284,0.00508219433270338,0.969663140372803,0.736831320193465,0.736831320193465,0.843453119982169,0.921726559991084,0.558793349251859,5
maxnet,fc: qh. rm: 5.5,qh,5.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.735637370670212,0.135291613039437,0.00547713231657538,0.969663140372803,0.735637370670212,0.735637370670212,0.840128478638821,0.920064239319411,0.556078329860337,5
maxnet,fc: qh. rm: 6,qh,6,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.735052875438459,0.13456753639021,0.00598159255924557,0.969663140372803,0.735052875438459,0.735052875438459,0.840278328937786,0.920139164468893,0.553270692731915,5
maxnet,fc: qhp. rm: 1,qhp,1,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.705216525033345,0.128190571333819,0.0216814376651305,0.969663140372803,0.705216525033345,0.705216525033345,0.782263006417004,0.891131503208502,0.616328030853871,5
maxnet,fc: qhp. rm: 1.5,qhp,1.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.728902804545209,0.139593539544024,0.00524159398620647,0.969663140372803,0.728902804545209,0.728902804545209,0.854173543784351,0.927086771892175,0.595158437156538,5
maxnet,fc: qhp. rm: 2,qhp,2,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.742209814785779,0.142652325340074,0.00386738744131278,0.969663140372803,0.742209814785779,0.742209814785779,0.832370815374355,0.916185407687178,0.579053829781707,5
maxnet,fc: qhp. rm: 2.5,qhp,2.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.742781833583909,0.13932381979069,0.00461614096810007,0.969663140372803,0.742781833583909,0.742781833583909,0.831718615403579,0.915859307701789,0.565997237105786,5
maxnet,fc: qhp. rm: 3,qhp,3,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.738695662277773,0.134292577305152,0.00692479235063774,0.969663140372803,0.738695662277773,0.738695662277773,0.8273639036399,0.91368195181995,0.556401056344255,5
maxnet,fc: qhp. rm: 3.5,qhp,3.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.733544646114545,0.131954374305782,0.00850890691463422,0.969663140372803,0.733544646114545,0.733544646114545,0.846276294874487,0.923138147437243,0.550389836850996,5
maxnet,fc: qhp. rm: 4,qhp,4,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.733642636269092,0.1312787396191,0.00986140803634482,0.969663140372803,0.733642636269092,0.733642636269092,0.846527485256644,0.923263742628322,0.544381904887588,5
maxnet,fc: qhp. rm: 4.5,qhp,4.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.732692399573032,0.13073759409228,0.0115957701058568,0.969663140372803,0.732692399573032,0.732692399573032,0.838463307755816,0.919231653877908,0.539045587158061,5
maxnet,fc: qhp. rm: 5,qhp,5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.732141356761146,0.129864807924764,0.0140656282861116,0.969663140372803,0.732141356761146,0.732141356761146,0.839560192580494,0.919780096290247,0.534207050118379,5
maxnet,fc: qhp. rm: 5.5,qhp,5.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.730813167937348,0.128878274620697,0.0173060070122865,0.969663140372803,0.730813167937348,0.730813167937348,0.832454567195754,0.916227283597877,0.529640092533738,5
maxnet,fc: qhp. rm: 6,qhp,6,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.729458912536769,0.127833953598587,0.0216079728370876,0.969663140372803,0.729458912536769,0.729458912536769,0.827103107376074,0.913551553688037,0.525254106014106,5
env,none,,,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.385098580328839,-0.0594710503964924,0.255862042733883,0.969663140372803,0.385098580328839,0.385098580328839,0.895843792822702,0.947921896411351,0.789669744654775,5
rf,tr: 1000. mt: 1. ns: 1,,,1000,1,18.4,73.6,2361.6,1,18.4,590.4,0.0303368596271971,0.69847812520099,0.121446154643509,0.0123729409758378,0.969663140372803,0.69847812520099,0.69847812520099,0.856038057130909,0.928019028565454,0.66630391398214,5
rf,tr: 1000. mt: 1. ns: 2,,,1000,2,18.4,73.6,2361.6,1,18.4,590.4,0.0303368596271971,0.690207225283234,0.119450246231828,0.0152334921327117,0.969663140372803,0.690207225283234,0.690207225283234,0.840836693120804,0.920418346560402,0.662517083942174,5
rf,tr: 1000. mt: 2. ns: 1,,,1000,1,18.4,73.6,2361.6,2,18.4,590.4,0.0303368596271971,0.684893123019374,0.117084570983305,0.0217295569595319,0.969663140372803,0.684893123019374,0.684893123019374,0.791819150757598,0.895909575378799,0.668979269453504,5
rf,tr: 1000. mt: 2. ns: 2,,,1000,2,18.4,73.6,2361.6,2,18.4,590.4,0.0303368596271971,0.683187065834541,0.114616318769361,0.0251782405487644,0.969663140372803,0.683187065834541,0.683187065834541,0.826987972369832,0.913493986184916,0.668298637902326,5
rf,tr: 2000. mt: 1. ns: 1,,,2000,1,18.4,73.6,2361.6,1,18.4,590.4,0.0303368596271971,0.690291266600846,0.117279057347059,0.0181445722198329,0.969663140372803,0.690291266600846,0.690291266600846,0.839170596439672,0.919585298219836,0.666408671253195,5
rf,tr: 2000. mt: 1. ns: 2,,,2000,2,18.4,73.6,2361.6,1,18.4,590.4,0.0303368596271971,0.694435200167729,0.120512892555002,0.0133953837642698,0.969663140372803,0.694435200167729,0.694435200167729,0.866225142080774,0.933112571040387,0.665241821317117,5
rf,tr: 2000. mt: 2. ns: 1,,,2000,1,18.4,73.6,2361.6,2,18.4,590.4,0.0303368596271971,0.688625347381231,0.117852815953287,0.0190276575839741,0.969663140372803,0.688625347381231,0.688625347381231,0.82538697077768,0.91269348538884,0.668745137631163,5
rf,tr: 2000. mt: 2. ns: 2,,,2000,2,18.4,73.6,2361.6,2,18.4,590.4,0.0303368596271971,0.688715860146645,0.118321231561027,0.0200492939690949,0.969663140372803,0.688715860146645,0.688715860146645,0.811769022275939,0.905884511137969,0.668661881011584,5
rf,tr: 500. mt: 1. ns: 1,,,500,1,18.4,73.6,2361.6,1,18.4,590.4,0.0303368596271971,0.696507843059657,0.120601112820789,0.0164726237011175,0.969663140372803,0.696507843059657,0.696507843059657,0.848177869910751,0.924088934955376,0.666554861148738,5
rf,tr: 500. mt: 1. ns: 2,,,500,2,18.4,73.6,2361.6,1,18.4,590.4,0.0303368596271971,0.693590030036404,0.121755514419325,0.0156149363691536,0.969663140372803,0.693590030036404,0.693590030036404,0.848842916540401,0.9244214582702,0.665329869617853,5
rf,tr: 500. mt: 2. ns: 1,,,500,1,18.4,73.6,2361.6,2,18.4,590.4,0.0303368596271971,0.686802435408139,0.117503880238208,0.0190710652585417,0.969663140372803,0.686802435408139,0.686802435408139,0.807934504521577,0.903967252260788,0.669714554850589,5
rf,tr: 500. mt: 2. ns: 2,,,500,2,18.4,73.6,2361.6,2,18.4,590.4,0.0303368596271971,0.689041130583384,0.117328447272646,0.0178568260034405,0.969663140372803,0.689041130583384,0.689041130583384,0.845917387325308,0.922958693662654,0.667747284814284,5
